68, 1.014000, 14.352000
69, 0.045000, 3.376000
70, 0.237000, 48.795000
71, 6.813000, 100.000000
72, 3.907000, 29.168000
73, 1.686000, 18.474000
74, 0.458000, 6.056000
75, 0.950000, 8.420000
77, 17.411000, 100.000000
78, 0.477000, 43.762000
79, 0.525000, 29.886000
80, 2.543000, 27.943000
81, 0.247000, 6.501000
82, 0.681000, 30.770000
83, 0.384000, 4.386000
84, 0.204000, 25.580000
85, 0.242000, 33.466000
86, 0.783000, 25.569000
87, 0.795000, 99.556000
88, 0.193000, 3.860000
89, 0.186000, 3.340000
90, 0.114000, 4.880000
91, 7.065000, 38.747000
92, 0.889000, 21.073000
93, 0.477000, 21.094000
94, 0.283000, 20.276000
95, 50.352000, 56.825000
96, 0.133000, 3.895000
97, 1.023000, 49.688000
98, 0.140000, 8.903000
99, 3.150000, 36.271000
100, 0.519000, 67.176000
101, 0.080000, 0.515000
102, 1.116000, 70.940000
103, 0.121000, 12.766000
104, 0.224000, 9.643000
105, 0.754000, 53.703000
106, 5.913000, 98.420000
107, 0.685000, 5.899000
109, 0.890000, 99.680000
110, 0.322000, 10.734000
111, 0.198000, 7.122000
112, 0.136000, 13.919000
113, 0.123000, 99.946000
114, 0.132000, 4.118000
115, 0.097000, 13.231000
117, 0.513000, 63.309000
118, 2.702000, 10.181000
119, 1.098000, 19.229000
120, 0.203000, 10.605000
121, 0.443000, 10.611000
122, 0.536000, 19.835000
123, 0.161000, 64.616000
124, 0.325000, 20.413000
125, 0.280000, 34.724000
126, 1.422000, 44.190000
127, 0.126000, 1.390000
128, 0.317000, 14.338000
129, 0.406000, 2.289000
130, 0.248000, 10.016000
131, 0.207000, 5.419000
132, 2.871000, 31.388000
133, 3.607500, 73.788000
134, 0.909000, 67.866000
135, 0.052000, 1.059000
136, 0.446000, 13.124000
137, 0.136000, 25.683000
138, 8.568000, 80.264000
139, 13.111000, 61.040000
140, 0.355000, 42.425000
141, 3.500000, 84.951000
142, 2.954000, 22.463000
143, 0.240000, 19.310000
144, 2.365000, 22.452000
145, 0.090000, 1.900000
146, 8.600000, 100.000000
148, 0.327000, 6.808000
149, 0.061000, 0.565000
150, 0.977000, 34.056000
151, 0.212000, 19.738000
152, 2.859500, 35.137000
153, 1.301000, 35.562000
154, 1.092500, 88.897000
155, 0.934000, 12.304000
156, 4.709000, 48.133000
157, 0.130000, 6.874000
158, 0.224000, 17.529000
159, 0.397000, 17.327000
160, 0.148000, 7.479000
161, 0.757000, 57.913000
162, 2.277500, 54.773000
163, 0.393000, 20.840000
164, 0.407000, 39.101000
165, 0.574000, 8.404000
166, 0.085000, 2.592000
167, 0.278000, 9.423000
168, 8.711000, 79.119000
169, 1.273000, 70.241000
170, 3.985000, 21.196000
171, 2.174000, 100.000000
173, 5.274000, 80.998000
174, 5.646500, 68.621000
175, 3.499000, 26.299000
176, 12.643500, 51.490000
177, 1.117000, 88.438000
178, 2.118000, 99.455000
179, 0.173000, 18.538000
180, 0.342000, 2.644000
181, 0.818000, 56.178000
182, 2.347000, 18.282000
183, 2.851000, 12.006000
184, 2.088000, 38.485000
185, 0.484000, 29.256000
186, 3.109000, 15.816000
187, 1.052000, 21.675000
188, 0.195000, 20.629000
189, 0.310000, 8.973000
190, 0.106000, 2.679000
191, 0.230000, 10.228000
192, 0.188000, 6.860000
193, 0.236000, 19.492000
194, 1.551500, 99.545000
195, 1.105000, 12.107000
196, 5.726000, 31.816000
197, 0.244000, 1.489000
198, 1.812000, 7.050000
199, 1.137000, 18.013000
200, 0.525000, 5.370000
202, 1.060000, 36.958000
203, 36.360000, 98.583000
204, 0.259000, 10.672000
205, 0.938000, 19.730000
206, 0.826000, 26.228000
208, 2.928000, 31.298000
209, 0.708000, 93.726000
210, 51.192000, 33.698000
211, 0.147000, 51.990000
212, 2.195000, 42.960000
213, 0.308000, 7.197000
214, 0.976000, 21.338000
215, 0.268000, 2.554000
216, 3.666000, 30.405000
217, 6.283000, 24.815000
219, 0.112000, 3.958000
220, 1.409000, 48.106000
221, 0.566000, 17.103000
222, 0.162000, 3.273000
223, 0.288000, 25.044000
225, 0.339000, 49.183000
226, 0.360000, 7.001000
227, 1.273000, 62.596000
228, 0.146000, 10.298000
229, 0.410000, 16.018000
230, 1.008000, 21.260000
231, 0.932000, 99.676000
232, 0.146000, 25.307000
235, 0.166000, 6.478000
236, 0.050000, 0.541000
237, 0.111000, 12.660000
238, 0.628000, 35.443000
239, 0.515000, 36.051000
240, 0.111000, 1.763000
241, 0.417000, 7.392000
242, 2.040000, 29.113000
243, 0.688000, 5.279000
244, 0.856000, 90.677000
245, 2.820000, 99.837000
246, 0.159000, 10.431000
247, 1.635000, 13.198000
248, 0.310000, 16.179000
249, 0.228000, 23.542000
250, 2.514000, 28.032000
251, 0.080000, 3.018000
252, 0.570000, 24.023000
253, 1.254000, 18.442000
254, 30.681000, 58.531000
255, 0.656000, 100.000000
256, 29.250000, 32.148000
257, 1.518000, 40.669000
259, 0.413000, 5.441000
260, 0.124000, 25.666000
261, 0.749000, 8.361000
262, 3.997000, 37.631000
263, 0.524000, 5.956000
264, 4.007000, 69.895000
265, 2.438000, 29.002000
266, 3.867000, 34.821000
267, 0.653000, 5.351000
268, 0.124000, 4.814000
269, 1.636000, 23.259000
270, 0.530000, 49.177000
271, 0.710000, 19.296000
272, 2.569000, 42.491000
273, 5.298000, 28.370000
274, 2.762000, 98.248000
275, 0.436000, 8.539000
276, 2.424500, 99.599000
277, 4.397000, 15.025000
278, 0.327000, 24.643000
279, 3.208000, 96.630000
280, 2.353000, 54.788000
281, 0.220000, 3.339000
282, 0.774000, 59.958000
283, 1.093000, 28.491000
285, 0.284000, 25.304000
286, 2.786000, 83.358000
287, 0.214000, 1.623000
288, 1.071000, 99.602000
289, 11.227000, 28.145000
290, 0.278000, 30.503000
291, 0.156000, 7.294000
292, 5.509000, 32.840000
293, 0.391000, 10.763000
294, 6.330000, 19.057000
295, 3.952000, 23.436000
296, 1.160000, 27.678000
297, 5.948000, 50.762000
298, 0.213000, 14.842000
299, 0.428000, 5.686000
300, 0.341000, 4.740000
301, 0.262000, 2.857000
302, 12.659000, 99.065000
303, 8.578000, 40.223000
304, 0.448000, 29.268000
305, 26.067000, 39.007000
306, 0.095000, 2.727000
307, 0.455000, 99.875000
308, 1.487000, 13.923000
309, 0.286000, 49.026000
310, 2.241000, 57.007000
311, 5.209000, 15.893000
313, 0.216000, 14.484000
314, 15.761000, 99.461000
315, 6.567000, 99.711000
316, 2.713000, 99.604000
317, 0.455000, 42.373000
318, 0.423000, 15.378000
319, 0.276000, 7.440000
320, 8.249000, 68.275000
321, 0.391000, 14.538000
322, 1.107000, 19.486000
323, 15.072000, 37.130000
324, 0.404000, 2.075000
325, 0.370000, 44.766000
326, 9.693000, 46.077000
327, 0.270000, 36.264000
328, 0.118000, 4.949000
329, 2.345000, 98.722000
330, 0.258000, 7.622000
331, 1.020000, 33.529000
332, 4.459000, 10.542000
333, 0.166000, 9.185000
334, 30.153000, 72.586000
335, 1.237000, 81.663000
336, 3.249000, 22.009000
337, 3.000000, 97.645000
338, 0.635000, 77.217000
339, 0.025000, 1.469000
340, 3.927000, 35.116000
341, 0.433000, 20.810000
343, 20.799000, 52.717000
345, 0.108000, 4.275000
346, 3.086000, 68.062000
347, 4.307000, 23.098000
348, 0.135000, 2.968000
349, 9.060000, 57.608000
350, 0.134000, 1.887000
351, 0.130000, 5.967000
352, 7.165000, 44.719000
353, 32.398000, 43.205000
355, 0.154000, 3.750000
356, 1.184000, 9.403000
357, 0.147000, 5.692000
358, 11.263000, 80.394000
359, 2.620000, 22.704000
360, 0.278000, 3.171000
361, 0.309000, 10.633000
362, 9.078500, 32.373000
363, 0.276000, 22.247000
364, 3.295000, 23.443000
