585, 0.328000, 3.590000
586, 0.397000, 26.045000
587, 0.281000, 8.862000
588, 1.604000, 24.174000
589, 17.390000, 61.763000
590, 7.830000, 78.476000
591, 0.157000, 11.229000
592, 8.838000, 53.792000
593, 1.339000, 5.071000
594, 2.102000, 18.498000
595, 0.377000, 1.274000
596, 1.162000, 32.552000
597, 1.115000, 99.574000
598, 8.171000, 36.774000
599, 24.073000, 34.831000
601, 5.258000, 23.973000
602, 1.684000, 72.412000
603, 4.842000, 26.588000
604, 0.155000, 16.377000
605, 0.628000, 16.901000
606, 1.407000, 43.595000
607, 0.066000, 2.047000
608, 13.423000, 60.351000
609, 0.139000, 5.661000
610, 6.136000, 51.897000
611, 1.802000, 69.941000
612, 0.330000, 86.590000
613, 0.371000, 25.808000
614, 0.768000, 99.562000
615, 3.366000, 65.217000
616, 0.780000, 48.400000
617, 9.006000, 49.923000
619, 0.621000, 25.099000
620, 0.605000, 75.214000
621, 0.674000, 30.602000
622, 2.814000, 189.369000
623, 10.306500, 31.183000
625, 2.495000, 92.216000
626, 0.275000, 7.857000
627, 0.216000, 6.470000
628, 0.232000, 7.085000
629, 1.977000, 21.352000
630, 0.285000, 24.447000
631, 1.515000, 34.481000
632, 0.074000, 3.305000
633, 0.119000, 20.886000
634, 0.268000, 13.804000
635, 1.043000, 58.300000
636, 0.548000, 60.890000
637, 0.188000, 6.441000
638, 0.346000, 0.234000
640, 3.274000, 19.596000
641, 3.705500, 12.659000
642, 11.174000, 85.745000
643, 0.060000, 6.108000
644, 5.726000, 36.306000
646, 0.302000, 2.174000
647, 0.714000, 31.205000
648, 0.375000, 5.516000
649, 0.423000, 62.416000
650, 5.278000, 96.071000
651, 23.748000, 49.583000
652, 0.280000, 2.854000
653, 0.044000, 0.966000
654, 5.273000, 40.059000
656, 0.332000, 3.918000
657, 0.555000, 15.078000
658, 71.862000, 90.566000
659, 0.708000, 55.650000
660, 12.342000, 99.865000
661, 0.303000, 25.357000
662, 0.453000, 8.785000
663, 1.730000, 62.321000
664, 0.405000, 33.515000
665, 0.035000, 1.721000
666, 3.784000, 29.607000
667, 0.345000, 15.281000
668, 0.789000, 99.537000
669, 0.784000, 99.275000
670, 1.757000, 14.041000
671, 0.410000, 22.347000
672, 0.296000, 29.909000
673, 0.975000, 53.472000
674, 1.476000, 36.080000
675, 1.139000, 33.892000
676, 3.533000, 83.334000
677, 0.357000, 17.422000
678, 4.654000, 71.505000
680, 0.109000, 4.034000
681, 0.618500, 6.568000
682, 0.458000, 13.492000
683, 0.838000, 10.473000
684, 0.212000, 7.525000
685, 47.857000, 99.374000
686, 11.779000, 57.128000
687, 0.522000, 47.810000
688, 5.021000, 100.000000
689, 0.155000, 25.924000
690, 0.260000, 21.894000
